Label,Product Name,Brand,Price,Product Link,Skin Type,Skin Concerns,Image URL,Gender,Age
mask-and-peel,ayurvedic gold sustainable peel off mask & face scrub,khadi natural,₹ 277,https://www.myntra.com/mask-and-peel/khadi-natural/khadi-natural-ayurvedic-gold-sustainable-peel-off-mask--face-scrub/15062568/buy,all,"wrinkles, acne","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15062568/2021/8/24/ff209c9c-ae26-4ec7-9cca-337cec93c1351629792724340BodyWashandScrubKhadiNaturalUnisexBodyWashandScrubKhadiNatur1.jpg",unisex,13+
mask-and-peel,unisex ayurvedic serum sheet mask combo 60 ml,khadi essentials,₹ 399,https://www.myntra.com/mask-and-peel/khadi-essentials/khadi-essentials-unisex-ayurvedic-serum-sheet-mask-combo-60-ml/13210234/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/12/10/59697472-f61c-48a7-afd1-d1c71b1cf6851607610930823-4.jpg",unisex,13+
mask-and-peel,matcha green clay & acne serum combo,dot & key,₹ 1670,https://www.myntra.com/mask-and-peel/dot--key/dot--key-matcha-green-clay--acne-serum-combo/13252870/buy,sensitive,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13252870/2021/8/11/a04446c7-0ddb-4159-850e-0ef3c60571411628671395496DOTKEYMatchaGreenClayAcneSerumCombo1.jpg",unisex,13+
mask-and-peel,unisex set of 2 bio milk protein whitening & rejuvenating face pack,biotique,₹ 258,https://www.myntra.com/mask-and-peel/biotique/biotique-unisex-set-of-2-bio-milk-protein-whitening--rejuvenating-face-pack/2302422/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2302422/2017/12/5/11512455654043-Biotique-Bio-Set-of-2-Milk-Protein-Whitening--Rejuvenating-Face-Pack-6701512455654034-1.jpg",unisex,13+
mask-and-peel,x friends ross anti-blemish tea tree sheet mask,makeup revolution london,₹ 247,https://www.myntra.com/mask-and-peel/makeup-revolution-london/makeup-revolution-london-x-friends-ross-anti-blemish-tea-tree-sheet-mask/14996866/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14996866/2021/8/3/186a926f-656d-4f70-9ce9-772663a1023e1628009816550-Makeup-Revolution-London-Unisex-Mask-and-Peel-23162800981632-1.jpg",unisex,13+
mask-and-peel,skin firming mud duo,biotique,₹ 258,https://www.myntra.com/mask-and-peel/biotique/biotique-skin-firming-mud-duo/2257879/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2257879/2017/11/18/11510991803652-Biotique-Unisex-Mask-and-Peel-7371510991803601-1.jpg",unisex,13+
mask-and-peel,glamveda activated charcoal peel off mask 100 gm,glamveda,₹ 240,https://www.myntra.com/mask-and-peel/glamveda/glamveda-activated-charcoal-peel-off-mask-100-gm/15100374/buy,all,whiteheads,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15100374/2021/8/10/184ed3c9-bf96-41e5-b31a-61d666d8220a1628597453138GlamvedaActivatedCharcoalPeelOffMask1.jpg",unisex,13+
mask-and-peel,bio pistachio youthful nourishing & revitalizing sustainable face pack,biotique,₹ 307,https://www.myntra.com/mask-and-peel/biotique/biotique--bio-pistachio-youthful-nourishing--revitalizing-sustainable-face-pack/1661483/buy,all,"wrinkles, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661483/2021/4/14/aad45faa-d4f2-47af-ab97-3ccc0278d7c81618385694525-Biotique--Bio-Pistachio-Youthful-Nourishing--Revitalizing-Su-1.jpg",unisex,13+
mask-and-peel,bridal glow face pack for all skin types,nutriglow,₹ 292,https://www.myntra.com/mask-and-peel/nutriglow/nutriglow-bridal-glow-face-pack-for-all-skin-types/10375287/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/8/3/a4507482-f085-4861-ab50-e9527fb493f11564771106740-1.jpg",unisex,13+
mask-and-peel,set of 2 anti aging & anti wrinkle pink clay face mask 100 g,the beauty sailor,₹ 1473,https://www.myntra.com/mask-and-peel/the-beauty-sailor/the-beauty-sailor-set-of-2-anti-aging--anti-wrinkle-pink-clay-face-mask-100-g/14361062/buy,all,"wrinkles, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14361062/2021/5/22/30091ea9-d845-4713-800a-73ff774bd5221621671618055-The-Beauty-Sailor-Set-of-2-Anti-Aging--Anti-Wrinkle-Pink-Cla-1.jpg",unisex,13+
mask-and-peel,unisex anti-wrinkle sheet face mask 20g,organic harvest,₹ 94,https://www.myntra.com/mask-and-peel/organic-harvest/organic-harvest-unisex-anti-wrinkle-sheet-face-mask-20g/10075865/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/6/19/f8a9d696-47b7-4d2a-8240-0e003a5130611560894812468-1.jpg",unisex,13+
mask-and-peel,unisex charcoal & oats face mask 50 gm,khadi essentials,₹ 562,https://www.myntra.com/mask-and-peel/khadi-essentials/khadi-essentials-unisex-charcoal--oats-face-mask-50-gm/11320586/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11320586/2020/7/20/88af944d-d219-4595-9acc-a058b795f3021595238350347KHADIESSENTIALSUnisexCharcoalOatsFaceMask50gm1.jpg",unisex,13+
mask-and-peel,glamveda turmeric tulsi anti pigmentation face pack,glamveda,₹ 240,https://www.myntra.com/mask-and-peel/glamveda/glamveda-turmeric-tulsi-anti-pigmentation-face-pack/14671522/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/f90edff9-278e-45ac-bb98-9cbb6ec9bafd1624875888609-1.jpg",unisex,13+
mask-and-peel,vitamin c sleeping mask 50 ml,samisha,₹ 399,https://www.myntra.com/mask-and-peel/samisha/samisha-vitamin-c-sleeping-mask-50-ml/15312820/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15312820/2021/10/31/97c83111-7c77-4911-8f38-1cbe215285ec1635620035780SAMISHAVitaminCSleepingMask50ml1.jpg",unisex,13+
eye-cream,unisex bye bye dark circles sustainable eye cream 20 g,mamaearth,₹ 379,https://www.myntra.com/eye-cream/mamaearth/mamaearth-unisex-bye-bye-dark-circles-sustainable-eye-cream-20-g/11265056/buy,normal,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11265056/2021/8/11/e0e087d6-2d53-4cd1-8c36-43dbf46bc4201628659113889MamaearthUnisexByeByeDarkCirclesSustainableEyeCream20g1.jpg",unisex,13+
eye-cream,naked & raw coffee sustainable under eye cream - relieves dark circles - 30 ml,mcaffeine,₹ 546,https://www.myntra.com/eye-cream/mcaffeine/mcaffeine-naked--raw-coffee-sustainable-under-eye-cream---relieves-dark-circles---30-ml/11240518/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11240518/2021/10/19/d8556845-3960-433e-a1bc-7db437c86f281634644297717-MCaffeine-Naked--Raw-Coffee-Sustainable-Under-Eye-Cream---Re-15.jpg",unisex,13+
eye-cream,bio sea weed revitalizing anti-fatigue sustainable eye gel 15 g,biotique,₹ 149,https://www.myntra.com/eye-cream/biotique/biotique-bio-sea-weed-revitalizing-anti-fatigue-sustainable-eye-gel-15-g/1661451/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661451/2021/4/14/b6e8d536-fa20-4729-96d9-6418b86930001618385395445-Biotique-Bio-Sea-Weed-Revitalizing-Anti-Fatigue-Sustainable--1.jpg",unisex,13+
eye-cream,natural vita rich under sustainable eye cream 15 gm,the moms co.,₹ 402,https://www.myntra.com/eye-cream/the-moms-co/the-moms-co-natural-vita-rich-under-sustainable-eye-cream-15-gm/11021438/buy,normal,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/11/20/251ce9cf-edfd-4625-a842-979f76b7ca921574189275955-1.jpg",unisex,13+
eye-cream,lighten & smooth under eye gel 15 ml,kaya skin clinic,₹ 441,https://www.myntra.com/eye-cream/kaya-skin-clinic/kaya-skin-clinic-lighten--smooth-under-eye-gel-15-ml/637620/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/637620/2020/12/22/bef2d98c-b158-411f-9eaf-fe138d0c8d541608644640169-Kaya-Skin-Clinic-Lighten--Smooth-Under-Eye-Gel-15-ml-1871608-1.jpg",unisex,13+
eye-cream,anti fatigue eye cream plus massager,swiss beauty,₹ 374,https://www.myntra.com/eye-cream/swiss-beauty/swiss-beauty-anti-fatigue-eye-cream-plus-massager/15580280/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15580280/2021/10/11/2ab8b3e9-4dbe-40c5-baf3-d9cdb85246051633951743921HighlighterandBlushSWISSBEAUTYWomenMaskandPeelSWISSBEAUTYUni2.jpg",unisex,13+
eye-cream,sustainable nutraeye rejuvenating correcting eye gel 10g,lotus herbals,₹ 200,https://www.myntra.com/eye-cream/lotus-herbals/lotus-herbals-sustainable-nutraeye-rejuvenating--correcting-eye-gel-10g/57783/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/57783/2020/10/10/9ce801a7-a651-419c-a536-ce41cac64a211602272272939LotusHerbalsSustainableNutraeyeRejuvenatingCorrectingEyeGel1.jpg",unisex,13+
eye-cream,bio almond soothing & nourishing sustainable eye cream 15 g,biotique,₹ 149,https://www.myntra.com/eye-cream/biotique/biotique-bio-almond-soothing--nourishing-sustainable-eye-cream-15-g/1661450/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661450/2021/4/14/24f51dd2-2ef7-4670-af13-28fcd000d67a1618385374776-Biotique-Bio-Almond-Soothing--Nourishing-Sustainable-Eye-Cre-1.jpg",unisex,13+
eye-cream,men under eye gel for reducing dark circles & puffiness 12 g,beardo,₹ 315,https://www.myntra.com/eye-cream/beardo/beardo-men-under-eye-gel-for-reducing-dark-circles--puffiness-12-g/9335399/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9335399/2021/8/11/e519c17b-416d-4a85-9e35-6e757438d1601628671318463BEARDOMenUnderEyeGelForReducingDarkCirclesPuffiness12g1.jpg",men,13+
eye-cream,women bright years under-eye recovery sustainable gel 15ml,plum,₹ 786,https://www.myntra.com/eye-cream/plum/plum-women-bright-years-under-eye-recovery-sustainable-gel-15ml/9042283/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9042283/2021/8/11/b99e3fba-46b0-4ba7-bed7-b60787ef1ee61628671510015PlumWomenBrightYearsUnder-EyeRecoverySustainableGel15ml1.jpg",women,13+
eye-cream,unisex cucumber and lemon under eye serum 10 ml,good vibes,₹ 228,https://www.myntra.com/eye-cream/good-vibes/good-vibes-unisex-cucumber-and-lemon-under-eye-serum-10-ml/15375408/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15375408/2021/9/6/2c359b85-14cc-4518-a406-80ab6bcd4e761630928403113GoodVibesUnderEyeSerum-CucumberandLemon10ml1.jpg",unisex,13+
eye-cream,men brightening under eye cream 20ml,beardo,₹ 297,https://www.myntra.com/eye-cream/beardo/beardo-men-brightening-under-eye-cream-20ml/14534550/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14534550/2021/7/29/e512325e-9c82-4e69-98f5-1698fb26e68c1627559854421-BEARDO-Men-Eye-Cream-2561627559854372-1.jpg",men,13+
eye-cream,advanced night repair eye supercharged complex synchronized recovery 15 ml,estee lauder,₹ 4600,https://www.myntra.com/eye-cream/estee-lauder/estee-lauder-advanced-night-repair-eye-supercharged-complex-synchronized-recovery-15-ml/9589391/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9589391/2021/8/11/81f6a594-d1d6-49e1-99d8-359ff1d4b2431628671332925EsteeLauderAdvancedNightRepairEyeSuperchargedComplexSynchron1.jpg",unisex,13+
eye-cream,sustainable youth clear anti-dark circles eye gel 120 g,bioayurveda,₹ 100,https://www.myntra.com/eye-cream/bioayurveda/bioayurveda-sustainable-youth-clear-anti-dark-circles-eye-gel-120-g/15095964/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15095964/2021/8/10/e91ac987-3cb7-4a73-a700-228c22ef29d91628588605093EyeCream1.jpg",unisex,13+
eye-cream,under eye cream for dark circles & wrinkles & puffy eyes 20 g,reequil,₹ 550,https://www.myntra.com/eye-cream/reequil/reequil-under-eye-cream-for-dark-circles--wrinkles--puffy-eyes-20-g/13512562/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13512562/2021/8/11/c97ca633-8225-4a6f-8093-48464e632edd1628671319895ReequilUnderEyeCreamforDarkCirclesWrinklesPuffyEyes20g1.jpg",unisex,13+
eye-cream,tnw the natural wash under eye cream 15 ml with cooling massage roller,tnw the natural wash,₹ 397,https://www.myntra.com/eye-cream/tnw-the-natural-wash/tnw-the-natural-wash-under-eye-cream-15-ml-with-cooling-massage-roller/14422920/buy,normal,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14422920/2021/6/15/244110b3-8e05-4a67-b7d9-d4fb7ff0142d1623744104598-TNW-The-Natural-Wash-Under-Eye-Cream-with-Cooling-Massage-Ro-11.jpg",unisex,13+
eye-cream,dot & key retinol and caffeine eye cream - 21ml,dot & key,₹ 715,https://www.myntra.com/eye-cream/dot--key/dot--key-retinol-and-caffeine-eye-cream---21ml/14661984/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/2ad3705a-0dfb-4cca-b988-e39757d09eb31624855319969-2.jpg",unisex,13+
eye-cream,puffiness wrinkles fine lines remover under eye gel cream 20g,vigini,₹ 315,https://www.myntra.com/eye-cream/vigini/vigini-puffiness-wrinkles-fine-lines-remover-under-eye-gel-cream-20g/15536718/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15536718/2021/9/21/1861cb15-050d-4670-9eaa-5474d9b9f63c1632206852621EyeCream1.jpg",unisex,13+
eye-cream,eyes ultimate eye cream 15 ml,olay,₹ 1529,https://www.myntra.com/eye-cream/olay/olay-eyes-ultimate-eye-cream-15-ml/10443718/buy,normal,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10443718/2021/8/11/108c9eb6-d6e6-4848-9623-9b0bf45776371628659315891OlayEyesUltimateEyeCream15ml1.jpg",unisex,13+
eye-cream,bio morning nectar flawless lightening sustainable eye cream - 30+ spf 15 g,biotique,₹ 159,https://www.myntra.com/eye-cream/biotique/biotique-bio-morning-nectar-flawless-lightening-sustainable-eye-cream---30-spf-15-g/1661452/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661452/2021/4/14/7e4f7e02-83f3-4284-89e1-2774dd0c018d1618385419366-Biotique-Bio-Morning-Nectar-Flawless-Lightening-Sustainable--1.jpg",unisex,13+
eye-cream,green tea seed eye cream 30 ml,innisfree,₹ 1750,https://www.myntra.com/eye-cream/innisfree/innisfree-green-tea-seed-eye-cream-30-ml/9965161/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9965161/2019/10/9/bf94e1ff-8b96-4e33-88f7-b3101b41af891570616707327-Innisfree-Unisex-Green-Tea-Seed-Eye-Cream-30-ml-871570616706-1.jpg",unisex,13+
eye-cream,unisex vitamin e sustainable eye cream 15 ml,the body shop,₹ 995,https://www.myntra.com/eye-cream/the-body-shop/the-body-shop-unisex-vitamin-e-sustainable-eye-cream-15-ml/1677297/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1677297/2016/12/12/11481524135828-THE-BODY-SHOP-Unisex-Eye-Cream-1351481524135775-1.jpg",unisex,13+
eye-cream,seer sercrets eyelift cream 10 ml,seer secrets,₹ 466,https://www.myntra.com/eye-cream/seer-secrets/seer-sercrets-eyelift-cream-10-ml/15397150/buy,normal,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15397150/2021/9/7/0b30bcf8-9942-4916-83a5-29560bbe84311631022570370EyeCream1.jpg",unisex,13+
eye-cream,dot & key anti oxidant illuminating depuffing eye cream concentrate 20ml,dot & key,₹ 895,https://www.myntra.com/eye-cream/dot--key/dot--key-anti-oxidant-illuminating-depuffing-eye-cream-concentrate-20ml/11409080/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11409080/2021/3/3/a9433214-5569-4fb1-94ae-f89c476f01c01614758216353DotKeyAntiOxidantIlluminatingDepuffingEyeCreamConcentrate20m1.jpg",unisex,13+
eye-cream,under eye serum red banana flower & potato starch 20ml,forest essentials,₹ 2495,https://www.myntra.com/eye-cream/forest-essentials/forest-essentials-under-eye-serum-red-banana-flower--potato-starch-20ml/12641792/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12641792/2021/8/11/b86baf60-0d18-43b8-9025-fea2895007d51628671645514ForestEssentialsAyurvedaUnderEyeSerum-RedBananaFlowerPotatoS1.jpg",unisex,13+
eye-cream,haldi & retinol infused brightening under eye cream,indya,₹ 325,https://www.myntra.com/eye-cream/indya/indya-haldi--retinol-infused-brightening-under-eye-cream/13392792/buy,normal,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/1/9/5256e8d4-4092-4f7e-9fe3-47a55bfcee6e1610186954198-1.jpg",unisex,13+
eye-cream,intense clarify hd brightening & firming eye serum 10 ml,kaya skin clinic,₹ 950,https://www.myntra.com/eye-cream/kaya-skin-clinic/kaya-skin-clinic-intense-clarify-hd-brightening--firming-eye-serum-10-ml/637621/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/637621/2021/8/11/eb16935f-f3af-4847-a621-c0300092c8601628669578288-Kaya-Skin-Clinic-Intense-Clarify-HD-Brightening--Firming-Eye-1.jpg",unisex,13+
eye-cream,set of 2 face oil & recovery gel,plum,₹ 1360,https://www.myntra.com/eye-cream/plum/plum-set-of-2-face-oil--recovery-gel/9438257/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9438257/2019/4/29/3302a6b5-e1a9-4835-a71e-9ed75f264b651556521681652-Plum-Women-Eye-Cream-5731556521681174-1.jpg",unisex,13+
eye-cream,unisex oils of life sustainable eye cream-gel 20 ml,the body shop,₹ 2495,https://www.myntra.com/eye-cream/the-body-shop/the-body-shop-unisex-oils-of-life-sustainable-eye-cream-gel-20-ml/1974961/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1974961/2021/2/11/74148ec5-9afa-48d9-bd78-bd28af4357d01613030553874THEBODYSHOPUnisexOilsOfLifeSustainableEyeCream-Gel20ml1.jpg",unisex,13+
eye-cream,"intensive eye cream with anise, 15g",forest essentials,₹ 2895,https://www.myntra.com/eye-cream/forest-essentials/forest-essentials-intensive-eye-cream-with-anise-15g/12680148/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12680148/2021/8/11/c5edc2af-2707-4348-9973-7a63f2d9543b1628671505966ForestEssentialsAniseIntensiveEyeCream15g1.jpg",unisex,13+
eye-cream,women natural vita rich under eye cream 15g & face wash 100ml,the moms co.,₹ 739,https://www.myntra.com/eye-cream/the-moms-co/the-moms-co-women-natural-vita-rich-under-eye-cream-15g--face-wash-100ml/13902130/buy,normal,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13902130/2021/3/24/07fd1270-fa69-481a-8fde-ee70111c01ec1616584296365-The-Moms-Co-Women-Eye-Cream-5381616584295979-1.jpg",women,13+
eye-cream,almond eye cream duo,biotique,₹ 298,https://www.myntra.com/eye-cream/biotique/biotique-almond-eye-cream-duo/7037618/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7037618/2018/7/31/0bba23e6-da8e-40c1-b18c-3d02c22c71f41533028013630-Biotique-Unisex-Pack-of-2-Bio-Almond-Soothing--Nourishing-Eye-Cream-9831533028013525-1.jpg",unisex,13+
eye-cream,eye treatment serum 10 ml,conscious chemist,₹ 536,https://www.myntra.com/eye-cream/conscious-chemist/conscious-chemist-eye-treatment-serum-10-ml/12847130/buy,normal,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/29/88730b50-5b4a-470d-9747-80b1e3a702631603912467455-1.jpg",unisex,13+
eye-cream,vitamin enriched eye base 15 ml,bobbi brown,₹ 4200,https://www.myntra.com/eye-cream/bobbi-brown/bobbi-brown-vitamin-enriched-eye-base-15-ml/13153462/buy,normal,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13153462/2021/4/7/0e77edd6-15d4-41f5-a14e-fff2dae24ad61617777272668-Vitamin-Enriched-Eye-Base-15ml-2241617777272580-1.jpg",unisex,13+
eye-cream,unisex whitening pore eye cream 30 ml,innisfree,₹ 1980,https://www.myntra.com/eye-cream/innisfree/innisfree-unisex-whitening-pore-eye-cream-30-ml/7184106/buy,normal,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7184106/2018/11/20/dcff1884-dbe6-47c1-b318-9d5bd70b88751542697782188-Innisfree-Unisex-Whitening-Pore-Eye-Cream-30-ml-168154269778-1.jpg",unisex,13+
eye-cream,all about eyes 15 ml,clinique,₹ 3600,https://www.myntra.com/eye-cream/clinique/clinique-all-about-eyes-15-ml/9590113/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9590113/2021/8/11/2e09f190-204f-414b-9c57-7fb6b47767d91628671430299CliniqueAllAboutEyes15ml1.jpg",unisex,13+
eye-cream,bio bxl cellular hydrating eye gel 15 g,biotique,₹ 419,https://www.myntra.com/eye-cream/biotique/biotique-bio-bxl-cellular-hydrating-eye-gel-15-g/1661448/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661448/2019/2/13/d58c7a01-cfb0-44d3-a153-a9b581785c921550039168893-Biotique-Advanced-Replenish-BXL-Cellular-Hydrating-Eye-Gel-7-1.jpg",unisex,13+
eye-cream,sustainable vitamin e repairing eye gel 120 g,bioayurveda,₹ 100,https://www.myntra.com/eye-cream/bioayurveda/bioayurveda-sustainable-vitamin-e-repairing-eye-gel-120-g/15095984/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15095984/2021/8/10/505d1756-e8d3-44f9-bb9b-c2ff6136ec171628588303559EyeCream1.jpg",unisex,13+
eye-cream,set of eyes ultimate eye cream & regenerist advanced anti-ageing cream,olay,₹ 2684,https://www.myntra.com/eye-cream/olay/olay-set-of-eyes-ultimate-eye-cream--regenerist-advanced-anti-ageing-cream/15062048/buy,normal,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15062048/2021/8/24/dd2cfb6d-43c0-44ca-8d14-45d2f9fdd0be1629783853426-Olay-Set-of-Eyes-Ultimate-Eye-Cream--Regenerist-Advanced-Ant-1.jpg",unisex,13+
eye-cream,moisture surge eye 96-hour hydro-filler concentrate 15 ml,clinique,₹ 2950,https://www.myntra.com/eye-cream/clinique/clinique-moisture-surge-eye-96-hour-hydro-filler-concentrate-15-ml/9299431/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9299431/2021/8/11/0d03dd0d-04f8-4cf1-afd6-91d131b080331628659059983CliniqueMoistureSurgeEye96-HourHydro-FillerConcentrate15ml1.jpg",unisex,13+
eye-cream,set of sustainable eye cream & skin lotion,biotique,₹ 398,https://www.myntra.com/eye-cream/biotique/biotique-set-of-sustainable-eye-cream--skin-lotion/15060728/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15060728/2021/8/13/7713665f-11dd-4c94-9ea9-76f0ca5d23231628854253942LOrealParisSetofExtraordinaryOilHairRevitalift15HyaluronicAc1.jpg",unisex,13+
eye-cream,sustainable licorice anti-dark circles clarifying eye creme 120 g,bioayurveda,₹ 100,https://www.myntra.com/eye-cream/bioayurveda/bioayurveda-sustainable-licorice-anti-dark-circles-clarifying-eye-creme-120-g/15095942/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15095942/2021/8/10/c845a3b9-764f-4c0f-a69e-a525c2b010ee1628588369909EyeCream1.jpg",unisex,13+
eye-cream,"set of moisturising lotion, de-tan face wash & under eye gel",beardo,₹ 743,https://www.myntra.com/eye-cream/beardo/beardo-set-of-moisturising-lotion-de-tan-face-wash--under-eye-gel/11407124/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11407124/2020/1/28/dbd85194-2be3-4096-a594-ba7b55618d861580206684302-BEARDO-Men-Eye-Cream-8111580206683331-1.jpg",unisex,13+
eye-cream,set of lip balm & eye gel,biotique,₹ 374,https://www.myntra.com/eye-cream/biotique/biotique-set-of-lip-balm--eye-gel/13538444/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538444/2021/1/29/fc2be93a-ea9d-4169-846f-26785f6324441611922197892BiotiqueSetOfCreamLipBalmFaceMoisturisersBiotiqueUnisexFaceW1.jpg",unisex,13+
eye-cream,under eye gel for youthful & bright eyes - 20 g,the beauty co.,₹ 273,https://www.myntra.com/eye-cream/the-beauty-co/the-beauty-co-under-eye-gel-for-youthful--bright-eyes---20-g/11820552/buy,all,dark circle,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11820552/2020/5/20/a815135f-d951-4d35-8040-47003765a0961589976257992-The-Beauty-Co-Women-Eye-Cream-3021589976257772-1.jpg",unisex,13+
eye-cream,collagen boosting under eye gel creme 30g,tac - the ayurveda co.,₹ 523,https://www.myntra.com/eye-cream/tac---the-ayurveda-co/tac---the-ayurveda-co-collagen-boosting-under-eye-gel-creme-30g/15077364/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15077364/2021/9/7/40269ad3-39a2-48c0-8819-5a748e3ba5851631002496086TAC-TheAyurvedaCoCollagenBoostingUnderEyeGelCreme30g1.jpg",unisex,13+
eye-cream,collagen boosting under eye gel creme 30g,tac - the ayurveda co.,₹ 523,https://www.myntra.com/eye-cream/tac---the-ayurveda-co/tac---the-ayurveda-co-collagen-boosting-under-eye-gel-creme-30g/15077364/buy,all,"wrinkles, dark circle","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15077364/2021/9/7/40269ad3-39a2-48c0-8819-5a748e3ba5851631002496086TAC-TheAyurvedaCoCollagenBoostingUnderEyeGelCreme30g1.jpg",unisex,13+
eye-cream,i'clear green tea - cucumber nourishing under eye gel (50 g),just herbs,₹ 922,https://www.myntra.com/eye-cream/just-herbs/just-herbs-iclear-green-tea---cucumber-nourishing-under-eye-gel-50-g/11449802/buy,oily,dark circle,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/productimage/2020/2/4/6dcc0d1e-aa47-4e4f-8561-4e058dac249e1580767923391-1.jpg",unisex,13+
